transaction_id,customer_id,date,store_region,item,category,unit_price
T000378,C00972,2025-07-07 18:39:00,North,Energy Drink,Beverages,2.4
T001836,C01496,2025-06-17 15:04:00,North,Salsa Dip,Snacks,3.8
T003899,C01384,2025-12-09 12:41:00,South,Ice Cream,Frozen,4.7
T001679,C00663,2026-04-08 20:34:00,South,Frozen Fries,Frozen,3.4
T000998,C00586,2025-08-16 12:02:00,West,Sparkling Water,Beverages,1.8
T000493,C00763,2025-12-13 19:14:00,West,Paper Plates,Party,2.9
T001596,C00323,2026-01-21 16:59:00,East,Frozen Vegetables,Frozen,3.1
T004552,C00748,2026-01-04 08:31:00,North,Dish Soap,Household,3.2
T004751,C01662,2025-08-18 15:11:00,West,Salsa Dip,Snacks,3.8
T000922,C00579,2026-02-03 11:00:00,South,Paper Towels,Household,5.5
T001936,C00432,2025-12-03 15:55:00,North,White Bread,Bakery,2.5
T001490,C00476,2025-08-28 08:03:00,West,Trash Bags,Household,6.1
T001989,C00557,2026-02-19 17:56:00,North,Laundry Detergent,Household,8.9
T003998,C00492,2026-03-30 16:27:00,South,Burger Buns,BBQ,2.8
T003241,C01600,2025-10-20 19:55:00,East,Laundry Detergent,Household,8.9
T004627,C01407,2025-11-18 09:45:00,North,Penne,Pasta_Sauce,1.9
T001580,C01105,2026-03-14 18:32:00,East,Strawberry Jam,Spreads,3.6
T001606,C00380,2026-03-04 08:56:00,East,Energy Drink,Beverages,2.4
T002878,C00095,2025-09-18 13:59:00,North,Trash Bags,Household,6.1
T003256,C00578,2026-02-08 12:15:00,South,Ice Cream,Frozen,4.7
T002795,C00580,2025-09-22 12:47:00,North,Frozen Vegetables,Frozen,3.1
T002126,C01132,2026-04-07 09:23:00,West,Lettuce,Produce,1.8
T003039,C00044,2025-11-02 16:50:00,West,Cheddar Cheese,Dairy,5.2
T004923,C00567,2026-03-28 11:15:00,South,Orange Juice,Breakfast,3.9
T001357,C00619,2025-06-29 15:50:00,East,Milk 1L,Dairy,1.6
T004353,C00035,2026-03-24 20:19:00,East,Nutella,Spreads,5.9
T001712,C01748,2025-07-15 12:52:00,East,Trash Bags,Household,6.1
T001005,C00089,2025-06-02 16:22:00,West,Bacon,Meat,5.4
T002839,C00778,2026-04-26 20:41:00,East,Cheddar Cheese,Dairy,5.2
T004699,C00504,2025-09-24 18:08:00,South,Salsa Dip,Snacks,3.8
T001757,C01515,2026-05-22 18:04:00,West,Apples,Produce,2.1
T000534,C01134,2025-12-07 13:41:00,North,Ground Beef,Meat,6.9
T005005,C00717,2026-04-15 07:45:00,North,Cereal,Breakfast,4.2
T002365,C00834,2025-08-09 08:04:00,South,Baby Food Jars,Baby,2.1
T001757,C01515,2026-05-22 18:04:00,West,Sugar,Breakfast,2.2
T000658,C00973,2026-02-11 19:00:00,East,Greek Yogurt,Dairy,3.3
T003292,C01182,2026-03-07 08:31:00,East,Eggs (12ct),Dairy,3.5
T001532,C00893,2025-08-25 13:30:00,North,Baby Wipes,Baby,4.6
T003969,C00423,2025-07-08 10:48:00,East,Tortilla Chips,Snacks,3.3
T001134,C00979,2026-05-01 20:25:00,South,Tortilla Chips,Snacks,3.3
T004273,C00461,2025-09-03 13:05:00,West,Cheddar Cheese,Dairy,5.2
T001639,C00847,2025-08-11 10:11:00,East,Sausages,Meat,4.8
T001069,C01525,2025-11-11 09:23:00,North,Cola 2L,Beverages,2.6
T001850,C00115,2025-07-09 14:06:00,East,Oatmeal,Breakfast,3.7
T004815,C01594,2025-12-10 17:34:00,South,Baby Wipes,Baby,4.6
T003755,C01613,2026-05-29 09:04:00,North,Paper Towels,Household,5.5
T001233,C00744,2026-05-04 20:38:00,South,Dish Soap,Household,3.2
T003159,C00997,2026-03-28 10:55:00,South,Tomatoes,Produce,2.3
T003302,C01274,2025-12-11 11:11:00,East,Cola 2L,Beverages,2.6
T001065,C01400,2025-10-11 14:27:00,North,Tortilla Chips,Snacks,3.3
T005131,C00466,2025-09-19 14:56:00,North,Paper Plates,Party,2.9
T000231,C01286,2025-06-12 12:23:00,North,Laundry Detergent,Household,8.9
T000273,C01571,2026-04-04 14:58:00,East,Butter,Dairy,4.1
T003896,C00225,2025-06-11 18:48:00,South,Pretzels,Snacks,2.9
T001405,C00716,2025-06-29 15:35:00,East,Peanut Butter,Spreads,4.5
T004981,C01025,2025-08-25 13:04:00,East,Burger Buns,BBQ,2.8
T000625,C00028,2026-04-07 12:49:00,North,Cheddar Cheese,Dairy,5.2
T004448,C00484,2025-11-22 14:01:00,East,Bananas,Produce,1.2
T002649,C00547,2025-08-06 09:56:00,East,Whole Wheat Bread,Bakery,2.9
T004239,C01273,2025-09-11 12:26:00,North,Guacamole Dip,Snacks,4.2
T004224,C01614,2025-06-06 15:26:00,North,BBQ Sauce,BBQ,3.9
T002022,C00096,2025-06-03 14:20:00,East,Butter,Dairy,4.1
T001548,C00726,2025-07-09 20:12:00,East,Butter,Dairy,4.1
T000538,C01153,2025-07-10 08:41:00,South,Chicken Breast,Meat,7.5
T000972,C00481,2025-11-09 16:14:00,South,Pretzels,Snacks,2.9
T004755,C00949,2025-10-23 19:03:00,West,Energy Drink,Beverages,2.4
T005186,C01228,2026-05-23 14:28:00,East,Beer 6-Pack,Beverages,9.9
T000873,C01413,2026-05-11 08:24:00,North,Frozen Pizza,Frozen,5.9
T000263,C00428,2026-05-19 18:05:00,North,Onions,Produce,1.5
T001230,C01040,2025-08-01 17:15:00,North,Croissants,Bakery,3.8
T003953,C00507,2025-12-03 09:35:00,North,Dish Soap,Household,3.2
T004459,C01497,2025-09-30 18:05:00,North,Ice Cream,Frozen,4.7
T001644,C01392,2026-04-21 13:17:00,North,Dish Soap,Household,3.2
T002193,C01120,2026-04-09 07:50:00,South,Salsa Dip,Snacks,3.8
T004831,C00895,2025-07-24 14:15:00,North,Bananas,Produce,1.2
T000244,C00466,2025-07-14 12:56:00,West,Greek Yogurt,Dairy,3.3
T001943,C01071,2025-08-15 20:39:00,North,Sparkling Water,Beverages,1.8
T002879,C00279,2026-01-12 13:01:00,North,Laundry Detergent,Household,8.9
T004772,C00822,2025-11-19 19:58:00,North,Avocado,Produce,2.0
T000350,C00217,2026-04-30 13:18:00,West,Bananas,Produce,1.2
T001511,C00756,2025-07-26 14:55:00,West,Milk 1L,Dairy,1.6
T000094,C01770,2025-09-06 17:43:00,South,Orange Juice,Breakfast,3.9
T002094,C01326,2025-10-27 16:12:00,East,Wine Bottle,Beverages,12.5
T004790,C01504,2025-10-10 08:15:00,East,Avocado,Produce,2.0
T000250,C00222,2025-12-31 10:57:00,East,Frozen Fries,Frozen,3.4
T005022,C01270,2026-01-25 08:59:00,East,White Bread,Bakery,2.5
T000299,C01007,2025-12-11 07:23:00,West,Frozen Pizza,Frozen,5.9
T000742,C00346,2026-02-20 14:23:00,East,Whole Wheat Bread,Bakery,2.9
T000523,C00386,2025-07-01 14:44:00,East,Lettuce,Produce,1.8
T004620,C00284,2026-02-11 08:30:00,South,Bacon,Meat,5.4
T000524,C01356,2025-06-28 13:25:00,North,Tortilla Chips,Snacks,3.3
T001483,C00535,2026-03-14 10:59:00,North,Cheddar Cheese,Dairy,5.2
T004426,C01224,2025-09-10 15:42:00,East,Oatmeal,Breakfast,3.7
T004335,C01602,2025-08-06 11:47:00,West,Orange Juice,Breakfast,3.9
T003673,C01301,2025-11-23 20:55:00,West,Mustard,BBQ,2.1
T001777,C01334,2026-03-17 13:01:00,South,Tortilla Chips,Snacks,3.3
T002883,C01413,2025-06-16 17:20:00,East,Potato Chips,Snacks,3.1
T001674,C00282,2025-06-22 10:53:00,South,Strawberry Jam,Spreads,3.6
T004928,C00378,2026-04-04 09:43:00,West,Energy Drink,Beverages,2.4
T003019,C00444,2025-08-05 13:54:00,North,White Bread,Bakery,2.5
T002086,C01105,2026-05-28 08:48:00,North,Sugar,Breakfast,2.2
T004792,C01787,2025-08-18 11:21:00,North,Energy Drink,Beverages,2.4
T004013,C01181,2026-03-08 11:39:00,East,Paper Towels,Household,5.5
T002901,C00390,2025-06-29 09:31:00,West,Avocado,Produce,2.0
T001533,C00720,2025-07-22 10:15:00,East,Bagels,Bakery,3.2
T003943,C00485,2026-05-21 09:03:00,North,Paper Towels,Household,5.5
T003841,C01469,2026-01-30 12:55:00,West,Honey,Spreads,6.2
T002883,C01413,2025-06-16 17:20:00,East,Oatmeal,Breakfast,3.7
T003953,C00507,2025-12-03 09:35:00,North,Energy Drink,Beverages,2.4
T000911,C01020,2025-11-22 09:12:00,East,Energy Drink,Beverages,2.4
T002652,C00890,2026-04-24 10:38:00,South,Greek Yogurt,Dairy,3.3
T002570,C00664,2026-04-18 20:08:00,North,Paper Towels,Household,5.5
T003374,C00364,2025-11-09 07:06:00,South,Avocado,Produce,2.0
T003656,C01221,2025-10-31 13:31:00,South,Garlic Bread,Pasta_Sauce,3.0
T002372,C00627,2025-08-22 20:39:00,East,Frozen Pizza,Frozen,5.9
T004517,C01614,2025-07-11 14:55:00,West,White Bread,Bakery,2.5
T004617,C01248,2025-09-18 07:04:00,West,Apples,Produce,2.1
T001253,C00729,2025-12-20 14:05:00,North,Beer 6-Pack,Beverages,9.9
T004716,C00957,2025-11-14 09:31:00,West,Wine Bottle,Beverages,12.5
T002193,C01120,2026-04-09 07:50:00,South,Eggs (12ct),Dairy,3.5
T001234,C00103,2025-06-25 17:09:00,South,Cola 2L,Beverages,2.6
T004935,C00836,2025-07-21 16:07:00,East,Mustard,BBQ,2.1
T001838,C00113,2025-10-06 13:45:00,West,Bacon,Meat,5.4
T000612,C00315,2026-01-15 08:16:00,West,Chicken Breast,Meat,7.5
T002215,C00553,2025-10-08 17:27:00,South,Paper Towels,Household,5.5
T004697,C00689,2025-10-19 14:13:00,West,Frozen Vegetables,Frozen,3.1
T003187,C00101,2026-02-06 12:32:00,East,Milk 1L,Dairy,1.6
T001414,C01497,2025-08-14 09:53:00,South,Cereal,Breakfast,4.2
T004976,C01441,2025-12-01 12:25:00,West,White Bread,Bakery,2.5
T003518,C01546,2026-02-15 08:25:00,East,White Bread,Bakery,2.5
T003768,C00223,2026-03-26 20:38:00,East,Frozen Vegetables,Frozen,3.1
T002431,C00143,2025-07-18 20:13:00,South,Beer 6-Pack,Beverages,9.9
T001861,C01250,2026-02-20 09:11:00,South,Tomato Pasta Sauce,Pasta_Sauce,3.1
T003022,C01220,2025-12-09 11:38:00,West,Strawberry Jam,Spreads,3.6
T002151,C01525,2025-07-13 07:21:00,North,Guacamole Dip,Snacks,4.2
T004807,C01524,2026-01-03 09:26:00,North,Ground Beef,Meat,6.9
T000892,C00971,2025-08-27 15:44:00,South,BBQ Sauce,BBQ,3.9
T003666,C00938,2025-12-25 09:36:00,North,White Bread,Bakery,2.5
T003633,C01116,2025-09-03 16:15:00,North,Pretzels,Snacks,2.9
T000693,C00185,2025-11-29 11:19:00,West,Trash Bags,Household,6.1
T000031,C01561,2025-07-12 16:57:00,South,Cereal,Breakfast,4.2
T001536,C01339,2026-03-19 17:35:00,West,Frozen Vegetables,Frozen,3.1
T000429,C01291,2026-03-25 12:21:00,West,Avocado,Produce,2.0
T004395,C01269,2025-12-19 11:40:00,South,Parmesan Cheese,Pasta_Sauce,6.5
T005135,C00372,2025-06-21 07:44:00,West,Sausages,Meat,4.8
T002116,C00218,2025-08-04 15:16:00,North,Ketchup,BBQ,2.6
T002742,C01393,2026-05-28 16:24:00,North,Orange Juice,Breakfast,3.9
T003728,C01260,2025-10-22 09:12:00,West,Wine Bottle,Beverages,12.5
T003587,C01276,2025-08-08 07:49:00,South,Pretzels,Snacks,2.9
T002907,C00357,2026-03-21 13:17:00,East,Tomato Pasta Sauce,Pasta_Sauce,3.1
T002019,C00512,2025-12-28 13:45:00,East,Cola 2L,Beverages,2.6
T000435,C00206,2025-07-04 19:52:00,South,Pretzels,Snacks,2.9
T003938,C01153,2026-02-04 19:41:00,North,Tortilla Chips,Snacks,3.3
T002603,C00459,2025-07-25 10:20:00,East,Balloons Pack,Party,3.5
T003772,C01312,2026-05-02 15:54:00,South,Coffee,Breakfast,8.5
T000072,C00664,2025-06-14 07:22:00,North,Beer 6-Pack,Beverages,9.9
T000134,C01364,2025-09-13 12:15:00,West,White Bread,Bakery,2.5
T001965,C00468,2025-09-01 20:26:00,South,Beer 6-Pack,Beverages,9.9
T003199,C01330,2026-01-25 13:38:00,North,Cereal,Breakfast,4.2
T005040,C01514,2025-08-08 17:32:00,West,Ground Beef,Meat,6.9
T005015,C01551,2026-03-17 14:28:00,East,Guacamole Dip,Snacks,4.2
T003594,C01513,2026-04-22 13:26:00,North,Lettuce,Produce,1.8
T000605,C01509,2025-09-22 19:39:00,North,White Bread,Bakery,2.5
T003819,C01555,2025-06-13 11:48:00,North,Greek Yogurt,Dairy,3.3
T000244,C00466,2025-07-14 12:56:00,West,Wine Bottle,Beverages,12.5
T001990,C01035,2026-03-21 16:00:00,South,Milk 1L,Dairy,1.6
T004881,C00227,2025-08-14 20:54:00,West,Croissants,Bakery,3.8
T005054,C01319,2025-07-14 13:26:00,North,White Bread,Bakery,2.5
T004108,C00782,2026-04-01 12:04:00,South,Tomatoes,Produce,2.3
T000549,C01170,2026-04-29 08:54:00,North,Milk 1L,Dairy,1.6
T003859,C00994,2026-02-15 10:46:00,North,White Bread,Bakery,2.5
T005115,C00296,2025-06-09 10:54:00,West,Butter,Dairy,4.1
T003929,C00510,2026-05-26 13:41:00,North,White Bread,Bakery,2.5
T002443,C01317,2025-11-23 10:53:00,East,Diapers Pack,Baby,14.9
T002632,C01166,2025-12-23 16:54:00,West,Cereal,Breakfast,4.2
T000783,C01245,2026-01-26 11:31:00,North,Frozen Fries,Frozen,3.4
T003746,C01773,2026-03-23 18:54:00,West,Dish Soap,Household,3.2
T004003,C00561,2025-09-21 17:02:00,North,Eggs (12ct),Dairy,3.5
T000312,C00940,2025-11-17 10:13:00,West,Salsa Dip,Snacks,3.8
T001279,C00651,2026-02-10 11:43:00,West,Baby Food Jars,Baby,2.1
T004128,C01355,2025-06-03 16:23:00,West,Bacon,Meat,5.4
T000285,C00145,2025-06-16 17:05:00,East,Ketchup,BBQ,2.6
T001981,C01571,2025-06-03 11:00:00,North,Diapers Pack,Baby,14.9
T002448,C01726,2025-09-30 16:24:00,South,Ground Beef,Meat,6.9
T001626,C00101,2026-02-24 19:42:00,South,Bananas,Produce,1.2
T002518,C01501,2026-05-27 08:55:00,North,White Bread,Bakery,2.5
T002803,C00762,2026-01-19 10:28:00,West,Tomatoes,Produce,2.3
T004387,C00218,2026-01-23 16:03:00,East,Cola 2L,Beverages,2.6
T002831,C00737,2025-08-05 18:59:00,East,Energy Drink,Beverages,2.4
T002815,C00191,2025-09-17 10:32:00,North,Coffee,Breakfast,8.5
T001860,C01475,2025-07-01 16:56:00,South,Sparkling Water,Beverages,1.8
T000850,C00938,2025-11-23 08:13:00,East,Croissants,Bakery,3.8
T000344,C01043,2026-03-04 11:38:00,East,Ice Cream,Frozen,4.7
T000454,C01436,2026-02-11 20:32:00,West,Strawberry Jam,Spreads,3.6
T003447,C00401,2026-04-06 17:58:00,North,Sparkling Water,Beverages,1.8
T004706,C00819,2026-05-25 13:53:00,North,Honey,Spreads,6.2
T002089,C00477,2025-08-23 11:51:00,East,Cheddar Cheese,Dairy,5.2
T003695,C00525,2025-08-16 14:51:00,North,Trash Bags,Household,6.1
T002211,C01372,2025-12-15 17:23:00,South,Frozen Fries,Frozen,3.4
T000899,C00319,2025-10-14 19:03:00,West,Ice Bag,Party,2.2
T000039,C00881,2025-09-28 13:32:00,West,Sausages,Meat,4.8
T002286,C01767,2026-05-07 13:58:00,East,Frozen Pizza,Frozen,5.9
T003066,C00461,2026-01-15 15:16:00,North,Beer 6-Pack,Beverages,9.9
T001228,C00552,2025-08-24 12:51:00,North,Sugar,Breakfast,2.2
T003293,C01441,2026-02-05 08:19:00,South,Bagels,Bakery,3.2
T001234,C00103,2025-06-25 17:09:00,South,Guacamole Dip,Snacks,4.2
T004062,C01797,2025-10-07 10:06:00,East,Sugar,Breakfast,2.2
T000416,C01268,2025-10-08 13:29:00,North,Ground Beef,Meat,6.9
T003596,C01454,2025-07-02 07:26:00,West,Pretzels,Snacks,2.9
T000469,C00613,2026-01-06 18:16:00,North,Whole Wheat Bread,Bakery,2.9
T003886,C01048,2026-02-27 11:44:00,North,Cheddar Cheese,Dairy,5.2
T002971,C01546,2025-09-18 20:03:00,South,White Bread,Bakery,2.5
T003415,C00355,2025-09-04 16:40:00,North,Sparkling Water,Beverages,1.8
T001475,C01417,2026-05-03 09:19:00,North,Salsa Dip,Snacks,3.8
T004225,C01541,2025-07-24 12:37:00,North,Onions,Produce,1.5
T004042,C01752,2025-10-13 15:09:00,West,Bacon,Meat,5.4
T001158,C00130,2025-06-16 15:26:00,West,Burger Buns,BBQ,2.8
T005113,C01742,2026-05-14 20:05:00,East,Beer 6-Pack,Beverages,9.9
T002325,C00366,2025-09-30 08:56:00,North,Tortilla Chips,Snacks,3.3
T002094,C01326,2025-10-27 16:12:00,East,Dish Soap,Household,3.2
T000571,C00444,2025-06-18 17:10:00,North,Dish Soap,Household,3.2
T000752,C01165,2026-02-09 18:19:00,South,Potato Chips,Snacks,3.1
T000955,C00707,2025-11-26 09:09:00,North,Peanut Butter,Spreads,4.5
T002391,C00739,2026-05-17 15:11:00,West,White Bread,Bakery,2.5
T001931,C01512,2026-02-05 16:51:00,North,Parmesan Cheese,Pasta_Sauce,6.5
T001288,C01096,2026-05-08 07:13:00,East,Chicken Breast,Meat,7.5
T002472,C00428,2025-12-26 14:22:00,South,Avocado,Produce,2.0
T004714,C00524,2026-03-06 15:18:00,North,Greek Yogurt,Dairy,3.3
T004323,C00187,2026-01-24 08:17:00,North,Bagels,Bakery,3.2
T002758,C01497,2026-04-05 19:30:00,East,Dish Soap,Household,3.2
T000991,C01710,2026-01-28 07:32:00,North,Ice Cream,Frozen,4.7
T002685,C00373,2026-03-12 08:39:00,West,Croissants,Bakery,3.8
T004770,C01587,2026-01-27 20:35:00,West,Butter,Dairy,4.1
T001199,C00206,2026-04-05 07:49:00,South,Energy Drink,Beverages,2.4
T004002,C01342,2025-11-11 16:17:00,South,Garlic Bread,Pasta_Sauce,3.0
T002437,C01349,2026-02-09 12:16:00,West,Frozen Fries,Frozen,3.4
T001791,C00975,2026-01-28 10:42:00,North,Croissants,Bakery,3.8
T004569,C00907,2025-07-22 09:10:00,North,Greek Yogurt,Dairy,3.3
T000806,C00208,2026-01-26 12:50:00,North,Frozen Fries,Frozen,3.4
T003267,C00802,2025-11-04 08:15:00,North,Tomato Pasta Sauce,Pasta_Sauce,3.1
T002857,C01278,2026-05-10 08:06:00,East,Sparkling Water,Beverages,1.8
T003815,C00824,2025-10-22 11:20:00,South,Milk 1L,Dairy,1.6
T000116,C00036,2026-02-22 16:18:00,South,Whole Wheat Bread,Bakery,2.9
T000582,C01409,2026-05-25 09:22:00,North,Laundry Detergent,Household,8.9
T003807,C00375,2025-06-13 12:41:00,West,Oatmeal,Breakfast,3.7
T005154,C00019,2025-06-29 11:09:00,East,Laundry Detergent,Household,8.9
T003110,C00729,2026-04-01 08:39:00,North,Potato Chips,Snacks,3.1
T004524,C01364,2025-12-08 20:06:00,South,Burger Buns,BBQ,2.8
T002878,C00095,2025-09-18 13:59:00,North,Peanut Butter,Spreads,4.5
T005156,C00775,2026-04-27 12:06:00,South,Pretzels,Snacks,2.9
T000138,C01099,2025-10-03 10:55:00,North,Lettuce,Produce,1.8
T004405,C01769,2026-02-17 15:56:00,East,Coffee,Breakfast,8.5
T002431,C00143,2025-07-18 20:13:00,South,Eggs (12ct),Dairy,3.5
T000472,C01614,2025-06-16 14:24:00,West,Cheddar Cheese,Dairy,5.2
T001481,C00426,2025-09-17 19:55:00,South,Butter,Dairy,4.1
T002152,C01049,2025-06-04 19:54:00,South,Croissants,Bakery,3.8
T002216,C00578,2026-04-09 15:24:00,West,Salsa Dip,Snacks,3.8
T002528,C00197,2025-11-19 12:05:00,South,Coffee,Breakfast,8.5
T003521,C00840,2025-09-01 18:11:00,South,Ice Cream,Frozen,4.7
T000483,C00446,2025-08-13 08:45:00,South,Bananas,Produce,1.2
T003267,C00802,2025-11-04 08:15:00,North,Tortilla Chips,Snacks,3.3
T001758,C00513,2025-12-07 11:43:00,North,Frozen Pizza,Frozen,5.9
T004433,C01398,2025-07-06 16:03:00,South,Frozen Pizza,Frozen,5.9
T002688,C00375,2025-07-07 10:57:00,North,Bananas,Produce,1.2
T000434,C00728,2025-09-04 13:20:00,East,Mustard,BBQ,2.1
T001800,C00838,2025-10-06 11:57:00,East,Wine Bottle,Beverages,12.5
T002521,C01394,2026-02-06 20:14:00,East,Frozen Fries,Frozen,3.4
T001161,C01297,2025-07-23 19:41:00,East,Salsa Dip,Snacks,3.8
T001759,C00770,2025-08-21 20:24:00,North,Laundry Detergent,Household,8.9
T003219,C01354,2026-04-20 12:50:00,North,Beer 6-Pack,Beverages,9.9
T004644,C00340,2026-04-08 17:28:00,South,Ketchup,BBQ,2.6
T000626,C00977,2025-12-16 08:06:00,East,Burger Buns,BBQ,2.8
T003957,C01074,2025-12-24 16:48:00,West,Butter,Dairy,4.1
T003281,C00760,2025-11-01 20:13:00,North,Butter,Dairy,4.1
T001216,C00563,2026-04-26 09:52:00,North,Sausages,Meat,4.8
T001449,C01774,2025-09-25 08:29:00,South,Spaghetti,Pasta_Sauce,1.9
T000117,C01715,2025-12-16 16:46:00,East,Energy Drink,Beverages,2.4
T004640,C00916,2025-11-02 09:21:00,South,Tomatoes,Produce,2.3
T004746,C01064,2026-01-27 07:11:00,North,Apples,Produce,2.1
T003517,C01318,2025-12-08 07:08:00,South,Trash Bags,Household,6.1
T000971,C01267,2025-06-14 11:47:00,East,Croissants,Bakery,3.8
T000054,C01109,2025-12-03 07:04:00,North,Milk 1L,Dairy,1.6
T001394,C00961,2025-08-18 11:55:00,West,Paper Towels,Household,5.5
T001464,C01531,2025-08-15 08:44:00,North,Cola 2L,Beverages,2.6
T003013,C00914,2026-04-02 20:44:00,South,Ground Beef,Meat,6.9
T002881,C00845,2026-02-20 10:50:00,North,Beer 6-Pack,Beverages,9.9
T005076,C01239,2025-07-21 20:40:00,North,Orange Juice,Breakfast,3.9
T000031,C01561,2025-07-12 16:57:00,South,Frozen Vegetables,Frozen,3.1
T003076,C00640,2026-04-16 20:03:00,North,Trash Bags,Household,6.1
T001861,C01250,2026-02-20 09:11:00,South,Lettuce,Produce,1.8
T002240,C00858,2025-10-10 20:43:00,East,Cereal,Breakfast,4.2
T003885,C01383,2025-07-02 09:59:00,West,Guacamole Dip,Snacks,4.2
T000696,C00120,2025-09-25 09:08:00,East,Trash Bags,Household,6.1
T000219,C00235,2025-12-03 14:18:00,West,Penne,Pasta_Sauce,1.9
T004945,C00482,2025-09-13 15:21:00,North,Croissants,Bakery,3.8
T000439,C00670,2025-08-16 10:00:00,North,Trash Bags,Household,6.1
T000069,C00134,2026-05-17 15:46:00,West,Tomatoes,Produce,2.3
T003206,C00506,2025-09-18 20:41:00,North,Coffee,Breakfast,8.5
T005062,C01293,2025-06-20 08:47:00,West,Spaghetti,Pasta_Sauce,1.9
T000339,C01444,2025-08-18 14:16:00,East,Cereal,Breakfast,4.2
T001871,C01262,2026-04-25 07:01:00,East,Bacon,Meat,5.4
T004495,C01724,2025-11-04 18:58:00,East,Butter,Dairy,4.1
T004899,C00957,2025-10-20 16:11:00,North,White Bread,Bakery,2.5
T001338,C01645,2026-01-18 11:21:00,South,Pretzels,Snacks,2.9
T001760,C00755,2026-03-04 15:53:00,West,Tortilla Chips,Snacks,3.3
T001337,C01288,2025-11-13 20:52:00,South,Avocado,Produce,2.0
T000990,C01535,2025-10-01 18:28:00,South,White Bread,Bakery,2.5
T002405,C01360,2025-09-12 12:34:00,South,Ice Cream,Frozen,4.7
T000243,C01076,2025-09-03 07:20:00,West,Cereal,Breakfast,4.2
T003472,C01252,2026-03-12 16:50:00,North,Ice Cream,Frozen,4.7
T002957,C00344,2025-10-07 17:57:00,East,White Bread,Bakery,2.5
T001706,C00462,2026-04-29 15:43:00,East,Chicken Breast,Meat,7.5
T001437,C00500,2025-08-15 16:06:00,East,Tomato Pasta Sauce,Pasta_Sauce,3.1
T002840,C00749,2025-11-06 12:04:00,South,Cheddar Cheese,Dairy,5.2
T000516,C01368,2026-05-08 07:20:00,East,Beer 6-Pack,Beverages,9.9
T004836,C01524,2025-09-04 20:12:00,West,Lettuce,Produce,1.8
T002280,C00736,2026-01-12 09:02:00,North,Tortilla Chips,Snacks,3.3
T000720,C01260,2025-10-13 09:22:00,East,Frozen Vegetables,Frozen,3.1
T002121,C01129,2026-02-04 17:04:00,East,Bagels,Bakery,3.2
T000272,C01704,2026-01-20 10:47:00,East,Apples,Produce,2.1
T000681,C00369,2025-08-03 18:11:00,South,Avocado,Produce,2.0
T001221,C00321,2026-04-06 16:53:00,North,Beer 6-Pack,Beverages,9.9
T005026,C00391,2026-01-17 11:04:00,North,Potato Chips,Snacks,3.1
T000844,C01050,2026-04-05 19:25:00,West,Coffee,Breakfast,8.5
T003158,C01302,2025-08-12 12:36:00,West,Salsa Dip,Snacks,3.8
T002168,C01628,2025-07-12 10:16:00,West,Chicken Breast,Meat,7.5
T003190,C01017,2025-08-30 20:09:00,East,Salsa Dip,Snacks,3.8
T003247,C01019,2025-07-30 20:12:00,South,Balloons Pack,Party,3.5
T001802,C01577,2026-05-27 09:28:00,West,Croissants,Bakery,3.8
T004199,C01455,2025-10-14 12:20:00,North,Sugar,Breakfast,2.2
T002963,C00747,2025-09-28 20:18:00,West,Chicken Breast,Meat,7.5
T002634,C00306,2025-11-30 09:51:00,East,Paper Plates,Party,2.9
T003258,C01296,2026-04-12 09:51:00,North,Tomatoes,Produce,2.3
T002496,C01441,2025-07-28 15:14:00,North,Sugar,Breakfast,2.2
T002519,C00107,2025-11-14 14:31:00,North,Bagels,Bakery,3.2
T005120,C00756,2025-10-18 13:18:00,North,Oatmeal,Breakfast,3.7
T001256,C01061,2026-03-14 16:47:00,South,Sparkling Water,Beverages,1.8
T005034,C01484,2025-09-22 10:42:00,North,Bacon,Meat,5.4
T002625,C01659,2025-07-01 18:24:00,East,Onions,Produce,1.5
T002332,C01295,2025-08-13 07:38:00,South,Tortilla Chips,Snacks,3.3
T001982,C01154,2025-06-15 08:35:00,West,Peanut Butter,Spreads,4.5
T000397,C00560,2026-05-30 14:52:00,West,Candles,Party,4.0
T002282,C00477,2025-08-04 19:24:00,East,Ketchup,BBQ,2.6
T000678,C01634,2025-11-18 13:27:00,South,Bananas,Produce,1.2
T000590,C01302,2025-10-16 07:41:00,East,Laundry Detergent,Household,8.9
T001255,C00898,2025-09-05 10:31:00,North,Orange Juice,Breakfast,3.9
T001493,C00163,2025-11-06 15:45:00,West,Frozen Pizza,Frozen,5.9
T003201,C01772,2026-02-17 12:10:00,North,Beer 6-Pack,Beverages,9.9
T002334,C00654,2025-09-07 19:54:00,East,Butter,Dairy,4.1
T003740,C01652,2026-02-01 20:11:00,South,Onions,Produce,1.5
T004068,C01779,2026-02-22 17:19:00,South,Tomato Pasta Sauce,Pasta_Sauce,3.1
T001761,C00131,2026-01-18 09:08:00,North,Ground Beef,Meat,6.9
T004336,C01251,2025-11-18 11:55:00,South,Salsa Dip,Snacks,3.8
T002738,C00184,2025-08-24 13:33:00,North,Guacamole Dip,Snacks,4.2
T002374,C00235,2025-08-23 16:50:00,North,Milk 1L,Dairy,1.6
T004095,C00315,2025-12-08 12:18:00,West,Orange Juice,Breakfast,3.9
T003978,C00572,2025-11-08 17:21:00,North,Potato Chips,Snacks,3.1
T002484,C00324,2026-03-05 15:30:00,East,Ketchup,BBQ,2.6
