support,itemsets,itemset_size
0.007889166827015586,"Cola 2L, Salsa Dip",2
0.007889166827015586,"Coffee, Frozen Fries",2
0.007889166827015586,"Cheddar Cheese, Cola 2L",2
0.007889166827015586,"Chicken Breast, Orange Juice",2
0.007889166827015586,"Greek Yogurt, Salsa Dip",2
0.007889166827015586,"Butter, Sugar",2
0.007889166827015586,"Avocado, Frozen Vegetables",2
0.007889166827015586,"Bagels, Wine Bottle",2
0.007889166827015586,"Frozen Fries, Potato Chips",2
0.007889166827015586,"Apples, Frozen Pizza",2
0.007889166827015586,"Bacon, Trash Bags",2
0.007889166827015586,"Orange Juice, Whole Wheat Bread",2
0.007696748123917645,"Salsa Dip, White Bread",2
0.007696748123917645,"Avocado, Cola 2L",2
0.007696748123917645,"Sparkling Water, Wine Bottle",2
0.007696748123917645,"Apples, Ground Beef",2
0.007696748123917645,"Cola 2L, Tortilla Chips",2
0.007696748123917645,"Coffee, Sausages",2
0.007696748123917645,"Coffee, Oatmeal",2
0.007696748123917645,"Frozen Pizza, Pretzels",2
0.007696748123917645,"Chicken Breast, Guacamole Dip",2
0.007696748123917645,"Salsa Dip, Wine Bottle",2
0.007696748123917645,"Bagels, Cheddar Cheese",2
0.007696748123917645,"Butter, Cereal",2
0.007696748123917645,"Butter, Frozen Pizza",2
0.007696748123917645,"Butter, Greek Yogurt",2
0.007696748123917645,"Cereal, Sausages",2
0.007696748123917645,"Dish Soap, Salsa Dip",2
0.007696748123917645,"Beer 6-Pack, Ice Cream",2
0.007696748123917645,"Dish Soap, Frozen Vegetables",2
0.007696748123917645,"Dish Soap, Greek Yogurt",2
0.007696748123917645,"Cheddar Cheese, Frozen Vegetables",2
0.007696748123917645,"Trash Bags, Whole Wheat Bread",2
0.007696748123917645,"Potato Chips, Salsa Dip",2
0.007696748123917645,"Orange Juice, Tomatoes",2
0.007696748123917645,"Apples, Laundry Detergent",2
0.007696748123917645,"Bacon, Tortilla Chips",2
0.007696748123917645,"Avocado, Sausages",2
0.007696748123917645,"Bananas, Salsa Dip",2
0.007696748123917645,"Guacamole Dip, Oatmeal",2
0.007696748123917645,"Butter, Energy Drink",2
0.007696748123917645,"Butter, Sausages",2
0.007696748123917645,"Beer 6-Pack, Butter",2
0.007696748123917645,"Eggs (12ct), Energy Drink",2
0.007696748123917645,"Eggs (12ct), Guacamole Dip",2
0.007696748123917645,"Bagels, Bananas",2
0.007696748123917645,"Bacon, Beer 6-Pack",2
0.007696748123917645,"Avocado, Sugar",2
0.007696748123917645,"Cereal, Ice Cream",2
0.007696748123917645,"Chicken Breast, Coffee",2
0.007696748123917645,"Cheddar Cheese, Ground Beef",2
0.007696748123917645,"Coffee, Whole Wheat Bread",2
0.007696748123917645,"Frozen Vegetables, Tortilla Chips",2
0.007696748123917645,"Avocado, White Bread",2
0.007696748123917645,"Bacon, Coffee",2
0.007696748123917645,"Frozen Pizza, Lettuce",2
0.007504329420819703,"Coffee, Milk 1L",2
0.007504329420819703,"Cola 2L, Pretzels",2
0.007504329420819703,"Cola 2L, Wine Bottle",2
0.007504329420819703,"Cheddar Cheese, Pretzels",2
0.007504329420819703,"Cheddar Cheese, Sparkling Water",2
0.007504329420819703,"Bananas, Pretzels",2
0.007504329420819703,"Laundry Detergent, Lettuce",2
0.007504329420819703,"Laundry Detergent, Onions",2
0.007504329420819703,"Cereal, Eggs (12ct)",2
0.007504329420819703,"Butter, Pretzels",2
0.007504329420819703,"Cheddar Cheese, Greek Yogurt",2
0.007504329420819703,"Dish Soap, Lettuce",2
0.007504329420819703,"Croissants, Potato Chips",2
0.007504329420819703,"Bacon, Sausages",2
0.007504329420819703,"Bananas, Guacamole Dip",2
0.007504329420819703,"Energy Drink, Laundry Detergent",2
0.007504329420819703,"Oatmeal, Orange Juice",2
0.007504329420819703,"Onions, White Bread",2
0.007504329420819703,"BBQ Sauce, Ground Beef",2
0.007504329420819703,"Frozen Fries, Tomatoes",2
0.007504329420819703,"Eggs (12ct), Trash Bags",2
0.007504329420819703,"Milk 1L, Tortilla Chips",2
0.007504329420819703,"Oatmeal, Whole Wheat Bread",2
0.007504329420819703,"Oatmeal, Wine Bottle",2
0.007504329420819703,"Apples, Frozen Fries",2
0.007504329420819703,"Apples, Pretzels",2
0.007504329420819703,"Potato Chips, Wine Bottle",2
0.007504329420819703,"Apples, Sausages",2
0.007504329420819703,"Paper Towels, Tomatoes",2
0.007504329420819703,"Avocado, Dish Soap",2
0.007504329420819703,"Apples, Bacon",2
0.007504329420819703,"Apples, Ice Cream",2
0.007504329420819703,"Apples, Chicken Breast",2
0.007504329420819703,"Tortilla Chips, Wine Bottle",2
0.007504329420819703,"Avocado, Bacon",2
0.007504329420819703,"Trash Bags, Wine Bottle",2
0.007504329420819703,"Sparkling Water, White Bread",2
0.007311910717721763,"Pretzels, Sugar",2
0.007311910717721763,"Pretzels, Sparkling Water",2
0.007311910717721763,"Orange Juice, Potato Chips",2
0.007311910717721763,"Bananas, Frozen Vegetables",2
0.007311910717721763,"Bagels, Potato Chips",2
0.007311910717721763,"Guacamole Dip, Orange Juice",2
0.007311910717721763,"Bacon, Lettuce",2
0.007311910717721763,"Frozen Vegetables, Potato Chips",2
0.007311910717721763,"Cola 2L, Lettuce",2
0.007311910717721763,"Chicken Breast, Potato Chips",2
0.007311910717721763,"Butter, Onions",2
0.007311910717721763,"Croissants, Salsa Dip",2
0.007311910717721763,"Energy Drink, Sparkling Water",2
0.007311910717721763,"Eggs (12ct), Pretzels",2
0.007311910717721763,"Tortilla Chips, Trash Bags",2
0.007311910717721763,"Beer 6-Pack, Eggs (12ct)",2
0.007311910717721763,"Bananas, White Bread",2
0.007311910717721763,"Butter, Cola 2L",2
0.007311910717721763,"Beer 6-Pack, Cereal",2
0.007311910717721763,"Milk 1L, Orange Juice",2
0.007311910717721763,"Beer 6-Pack, Frozen Pizza",2
0.007311910717721763,"Lettuce, Sparkling Water",2
0.007311910717721763,"Greek Yogurt, Whole Wheat Bread",2
0.007311910717721763,"Bananas, Beer 6-Pack",2
0.007311910717721763,"Greek Yogurt, Sugar",2
0.007311910717721763,"Cheddar Cheese, Salsa Dip",2
0.007311910717721763,"Frozen Fries, Paper Towels",2
0.007119492014623821,"Cereal, Orange Juice",2
0.007119492014623821,"Guacamole Dip, Potato Chips",2
0.007119492014623821,"Charcoal Bag, Ground Beef",2
0.007119492014623821,"Onions, Paper Towels",2
0.007119492014623821,"Oatmeal, Pretzels",2
0.007119492014623821,"Coffee, Paper Towels",2
0.007119492014623821,"Guacamole Dip, Pretzels",2
0.007119492014623821,"Bagels, Oatmeal",2
0.007119492014623821,"Eggs (12ct), Tortilla Chips",2
0.007119492014623821,"White Bread, Wine Bottle",2
0.007119492014623821,"Energy Drink, Tortilla Chips",2
0.007119492014623821,"Avocado, Frozen Fries",2
0.007119492014623821,"Apples, Butter",2
0.007119492014623821,"Apples, White Bread",2
0.007119492014623821,"Onions, Sausages",2
0.007119492014623821,"Avocado, Tortilla Chips",2
0.007119492014623821,"Greek Yogurt, Oatmeal",2
0.007119492014623821,"Chicken Breast, Tortilla Chips",2
0.007119492014623821,"Orange Juice, Sparkling Water",2
0.007119492014623821,"Greek Yogurt, Orange Juice",2
0.007119492014623821,"Milk 1L, Tomatoes",2
0.007119492014623821,"Guacamole Dip, Onions",2
0.007119492014623821,"Bacon, Tomatoes",2
0.007119492014623821,"Chicken Breast, Oatmeal",2
0.007119492014623821,"Potato Chips, Pretzels",2
0.007119492014623821,"Pretzels, Tortilla Chips",2
0.007119492014623821,"Salsa Dip, Tomatoes",2
0.007119492014623821,"Peanut Butter, White Bread",2
0.007119492014623821,"Avocado, Sparkling Water",2
0.007119492014623821,"Orange Juice, Salsa Dip",2
0.007119492014623821,"Pretzels, Trash Bags",2
0.007119492014623821,"Cereal, Cheddar Cheese",2
0.007119492014623821,"Apples, Eggs (12ct)",2
0.007119492014623821,"Frozen Pizza, Onions",2
0.007119492014623821,"Cereal, Chicken Breast",2
0.007119492014623821,"Beer 6-Pack, Sugar",2
0.007119492014623821,"Ice Cream, Lettuce",2
0.007119492014623821,"Greek Yogurt, Tortilla Chips",2
0.007119492014623821,"Dish Soap, Potato Chips",2
0.007119492014623821,"Energy Drink, Onions",2
0.00692707331152588,"Lettuce, Sugar",2
0.00692707331152588,"Frozen Pizza, Tomatoes",2
0.00692707331152588,"Frozen Fries, Oatmeal",2
0.00692707331152588,"Energy Drink, Guacamole Dip",2
0.00692707331152588,"Tortilla Chips, Whole Wheat Bread",2
0.00692707331152588,"Apples, Sparkling Water",2
0.00692707331152588,"Eggs (12ct), Potato Chips",2
0.00692707331152588,"Frozen Vegetables, Wine Bottle",2
0.00692707331152588,"Avocado, Salsa Dip",2
0.00692707331152588,"Chicken Breast, Lettuce",2
0.00692707331152588,"Frozen Vegetables, Tomatoes",2
0.00692707331152588,"Potato Chips, White Bread",2
0.00692707331152588,"Apples, Onions",2
0.00692707331152588,"Tomatoes, White Bread",2
0.00692707331152588,"Guacamole Dip, Sausages",2
0.00692707331152588,"Coffee, Guacamole Dip",2
0.00692707331152588,"Coffee, Orange Juice",2
0.00692707331152588,"Cereal, Tomatoes",2
0.00692707331152588,"Cereal, Pretzels",2
0.00692707331152588,"Oatmeal, Tomatoes",2
0.00692707331152588,"Bacon, Dish Soap",2
0.00692707331152588,"Bacon, Guacamole Dip",2
0.00692707331152588,"Oatmeal, Potato Chips",2
0.00692707331152588,"Cereal, Energy Drink",2
0.00692707331152588,"Guacamole Dip, Sparkling Water",2
0.00692707331152588,"Beer 6-Pack, Onions",2
0.00692707331152588,"Lettuce, Whole Wheat Bread",2
0.00692707331152588,"Cereal, Frozen Fries",2
0.00673465460842794,"Baby Food Jars, Baby Formula",2
0.00673465460842794,"Avocado, Trash Bags",2
0.00673465460842794,"Greek Yogurt, Sparkling Water",2
0.00673465460842794,"Coffee, Energy Drink",2
0.00673465460842794,"Coffee, White Bread",2
0.00673465460842794,"Burger Buns, Ground Beef, Ketchup",3
0.00673465460842794,"Potato Chips, Sausages",2
0.00673465460842794,"Avocado, Guacamole Dip",2
0.00673465460842794,"Cheddar Cheese, Oatmeal",2
0.00673465460842794,"Greek Yogurt, Tomatoes",2
0.00673465460842794,"Beer 6-Pack, Greek Yogurt",2
0.00673465460842794,"Burger Buns, Ketchup",2
0.00673465460842794,"Beer 6-Pack, Oatmeal",2
0.00673465460842794,"Laundry Detergent, Oatmeal",2
0.00673465460842794,"Bananas, Wine Bottle",2
0.00673465460842794,"Bananas, Dish Soap",2
0.00673465460842794,"Lettuce, Wine Bottle",2
0.00673465460842794,"Milk 1L, Onions",2
0.00673465460842794,"Avocado, Frozen Pizza",2
0.00673465460842794,"Cola 2L, Tomatoes",2
0.00673465460842794,"Cola 2L, Onions",2
0.00673465460842794,"Apples, Tortilla Chips",2
0.00673465460842794,"Apples, Wine Bottle",2
0.00673465460842794,"Apples, Energy Drink",2
0.00673465460842794,"Eggs (12ct), Sugar",2
0.00673465460842794,"Frozen Fries, Tortilla Chips",2
0.00673465460842794,"Frozen Pizza, Oatmeal",2
0.006542235905329998,"Energy Drink, Potato Chips",2
0.006542235905329998,"Dish Soap, Tomatoes",2
0.006542235905329998,"Eggs (12ct), Salsa Dip",2
0.006542235905329998,"Eggs (12ct), Tomatoes",2
0.006542235905329998,"Avocado, Energy Drink",2
0.006542235905329998,"Avocado, Cheddar Cheese",2
0.006542235905329998,"BBQ Sauce, Burger Buns",2
0.006542235905329998,"Avocado, Orange Juice",2
0.006542235905329998,"Sugar, Tomatoes",2
0.006542235905329998,"Coffee, Ground Beef",2
0.006542235905329998,"Greek Yogurt, Ground Beef",2
0.006542235905329998,"Bananas, Paper Towels",2
0.006542235905329998,"Bananas, Ground Beef",2
0.006542235905329998,"Bananas, Milk 1L",2
0.006542235905329998,"Ground Beef, Onions",2
0.006542235905329998,"Cheddar Cheese, Coffee",2
0.006542235905329998,"Ground Beef, Lettuce",2
0.006542235905329998,"Bananas, Frozen Fries",2
0.006542235905329998,"Chicken Breast, Greek Yogurt",2
0.006542235905329998,"Cheddar Cheese, Paper Towels",2
0.006542235905329998,"Bananas, Whole Wheat Bread",2
0.006542235905329998,"Lettuce, Orange Juice",2
0.006542235905329998,"Milk 1L, Potato Chips",2
0.006542235905329998,"Lettuce, Sausages",2
0.006542235905329998,"Beer 6-Pack, Sparkling Water",2
0.006542235905329998,"Beer 6-Pack, Tortilla Chips",2
0.006542235905329998,"Bananas, Tortilla Chips",2
0.006542235905329998,"Butter, Dish Soap",2
0.006542235905329998,"Butter, Potato Chips",2
0.006542235905329998,"Cereal, Greek Yogurt",2
0.006542235905329998,"Guacamole Dip, Tomatoes",2
0.006542235905329998,"Tomatoes, Wine Bottle",2
0.006542235905329998,"Coffee, Eggs (12ct)",2
0.006542235905329998,"Bacon, Potato Chips",2
0.006542235905329998,"Orange Juice, Wine Bottle",2
0.006542235905329998,"Pretzels, Wine Bottle",2
0.006349817202232057,"Onions, Wine Bottle",2
0.006349817202232057,"Coffee, Lettuce",2
0.006349817202232057,"Greek Yogurt, Potato Chips",2
0.006349817202232057,"Ground Beef, Tomatoes",2
0.006349817202232057,"Tomatoes, Tortilla Chips",2
0.006349817202232057,"Parmesan Cheese, Spaghetti, Tomato Pasta Sauce",3
0.006349817202232057,"Bananas, Potato Chips",2
0.006349817202232057,"Coffee, Frozen Vegetables",2
0.006349817202232057,"Avocado, Oatmeal",2
0.006349817202232057,"Avocado, Ice Cream",2
0.006349817202232057,"Orange Juice, Sugar",2
0.006349817202232057,"Avocado, Potato Chips",2
0.006349817202232057,"Cereal, Ground Beef",2
0.006349817202232057,"Lettuce, White Bread",2
0.006349817202232057,"Bananas, Cola 2L",2
0.006349817202232057,"Bananas, Cheddar Cheese",2
0.006349817202232057,"Burger Buns, Charcoal Bag, Ground Beef",3
0.006349817202232057,"Parmesan Cheese, Tomato Pasta Sauce",2
0.006349817202232057,"Apples, Greek Yogurt",2
0.006349817202232057,"Avocado, Bananas",2
0.006349817202232057,"Apples, Whole Wheat Bread",2
0.006349817202232057,"Apples, Trash Bags",2
0.006349817202232057,"Parmesan Cheese, Spaghetti",2
0.006349817202232057,"Bacon, Cereal",2
0.006349817202232057,"Bananas, Energy Drink",2
0.006349817202232057,"Cheddar Cheese, Orange Juice",2
0.006157398499134116,"Potato Chips, Sugar",2
0.006157398499134116,"Avocado, Beer 6-Pack",2
0.006157398499134116,"Bagels, Onions",2
0.006157398499134116,"Greek Yogurt, Lettuce",2
0.006157398499134116,"Orange Juice, Tortilla Chips",2
0.006157398499134116,"Bagels, Tortilla Chips",2
0.006157398499134116,"Onions, Whole Wheat Bread",2
0.006157398499134116,"Beer 6-Pack, Cheddar Cheese",2
0.006157398499134116,"Salsa Dip, Sparkling Water",2
0.006157398499134116,"Sausages, Sparkling Water",2
0.006157398499134116,"Cereal, Sparkling Water",2
0.006157398499134116,"Cereal, Potato Chips",2
0.006157398499134116,"Guacamole Dip, Lettuce",2
0.006157398499134116,"Cheddar Cheese, Tortilla Chips",2
0.006157398499134116,"Guacamole Dip, Trash Bags",2
0.006157398499134116,"Lettuce, Milk 1L",2
0.006157398499134116,"Butter, Lettuce",2
0.006157398499134116,"Bananas, Sugar",2
0.006157398499134116,"Apples, Sugar",2
0.006157398499134116,"Apples, Guacamole Dip",2
0.006157398499134116,"Apples, Beer 6-Pack",2
0.006157398499134116,"Avocado, Butter",2
0.006157398499134116,"Cheddar Cheese, Lettuce",2
0.005964979796036175,"BBQ Sauce, Burger Buns, Charcoal Bag",3
0.005964979796036175,"Sparkling Water, Tortilla Chips",2
0.005964979796036175,"Bananas, Tomatoes",2
0.005964979796036175,"Cheddar Cheese, Croissants",2
0.005964979796036175,"Cheddar Cheese, Tomatoes",2
0.005964979796036175,"Frozen Pizza, Tortilla Chips",2
0.005964979796036175,"Avocado, Cereal",2
0.005964979796036175,"Avocado, Coffee",2
0.005964979796036175,"Apples, Avocado",2
0.005964979796036175,"Potato Chips, Sparkling Water",2
0.005964979796036175,"Apples, Cereal",2
0.005964979796036175,"Lettuce, Tomatoes",2
0.005964979796036175,"Bananas, Lettuce",2
0.005964979796036175,"Cereal, Onions",2
0.005964979796036175,"Lettuce, Trash Bags",2
0.005964979796036175,"Bananas, Sparkling Water",2
0.005964979796036175,"Lettuce, Tortilla Chips",2
0.005964979796036175,"Beer 6-Pack, Coffee",2
0.005964979796036175,"Bananas, Ice Cream",2
0.005964979796036175,"Potato Chips, Tomatoes",2
0.005964979796036175,"Coffee, Tomatoes",2
0.005772561092938233,"Energy Drink, Salsa Dip",2
0.005772561092938233,"Energy Drink, Oatmeal",2
0.005772561092938233,"Frozen Pizza, Sparkling Water",2
0.005772561092938233,"BBQ Sauce, Burger Buns, Ground Beef",3
0.005772561092938233,"Tomato Pasta Sauce, White Bread",2
0.005772561092938233,"Apples, Cheddar Cheese",2
0.005772561092938233,"Bagels, Tomatoes",2
0.005772561092938233,"Coffee, Greek Yogurt",2
0.005772561092938233,"Chicken Breast, Onions",2
0.005772561092938233,"Beer 6-Pack, Tomatoes",2
0.005772561092938233,"Bananas, Eggs (12ct)",2
0.005772561092938233,"Milk 1L, Oatmeal",2
0.005772561092938233,"Bananas, Oatmeal",2
0.005772561092938233,"Apples, Lettuce",2
0.005772561092938233,"Coffee, Tortilla Chips",2
0.005772561092938233,"Onions, Trash Bags",2
0.005772561092938233,"Sausages, Tomatoes",2
0.005580142389840293,"Apples, Milk 1L",2
0.005580142389840293,"Sparkling Water, Tomatoes",2
0.005580142389840293,"Oatmeal, Onions",2
0.005580142389840293,"Energy Drink, Tomatoes",2
0.005580142389840293,"BBQ Sauce, Charcoal Bag, Ground Beef",3
0.005580142389840293,"Bananas, Greek Yogurt",2
0.005580142389840293,"Cereal, Tortilla Chips",2
0.005580142389840293,"Avocado, Pretzels",2
0.005580142389840293,"Apples, Salsa Dip",2
0.005387723686742351,"Avocado, Greek Yogurt",2
0.005387723686742351,"Apples, Bananas",2
0.005387723686742351,"Onions, Sparkling Water",2
0.005387723686742351,"Orange Juice, Pretzels",2
0.005387723686742351,"BBQ Sauce, Burger Buns, Charcoal Bag, Ground Beef",4
0.005387723686742351,"Pretzels, Tomatoes",2
0.005387723686742351,"Beer 6-Pack, Diapers Pack",2
0.005387723686742351,"Bananas, Laundry Detergent",2
0.005387723686742351,"Guacamole Dip, Salsa Dip, Tortilla Chips",3
0.005387723686742351,"Frozen Vegetables, Sparkling Water",2
0.005387723686742351,"Frozen Vegetables, Onions",2
0.00519530498364441,"Energy Drink, Lettuce",2
0.00519530498364441,"Coffee, Potato Chips",2
0.00519530498364441,"Apples, Cola 2L",2
0.00519530498364441,"Croissants, Lettuce",2
0.00519530498364441,"Oatmeal, Tortilla Chips",2
0.00519530498364441,"Lettuce, Pretzels",2
0.00519530498364441,"Burger Buns, Sausages",2
0.00519530498364441,"Lettuce, Salsa Dip",2
0.00519530498364441,"Onions, Salsa Dip",2
0.00519530498364441,"Tomatoes, Whole Wheat Bread",2
0.0050028862805464695,"Eggs (12ct), Onions",2
0.0050028862805464695,"Cereal, Lettuce",2
0.0050028862805464695,"Butter, Tomatoes",2
0.0050028862805464695,"Cheddar Cheese, Potato Chips",2
0.0050028862805464695,"Bananas, Coffee",2
0.0050028862805464695,"Greek Yogurt, Onions",2
0.0050028862805464695,"Onions, Tortilla Chips",2
